# "Fiber Length" "Sig_Fwd (180.0000 THz)" "Sig_Fwd (180.2000 THz)" "Sig_Fwd (180.4000 THz)" "Sig_Fwd (180.6000 THz)" "Sig_Fwd (180.8000 THz)" "Sig_Fwd (181.0000 THz)" "Sig_Fwd (181.2000 THz)" "Sig_Fwd (181.4000 THz)" "Sig_Fwd (181.6000 THz)" "Sig_Fwd (181.8000 THz)" "Sig_Fwd (182.0000 THz)" "Sig_Fwd (182.2000 THz)" "Sig_Fwd (182.4000 THz)" "Sig_Fwd (182.6000 THz)" "Sig_Fwd (182.8000 THz)" "Sig_Fwd (183.0000 THz)" "Sig_Fwd (183.2000 THz)" "Sig_Fwd (183.4000 THz)" "Sig_Fwd (183.6000 THz)" "Sig_Fwd (183.8000 THz)" "Sig_Fwd (184.0000 THz)" "Sig_Fwd (184.2000 THz)" "Sig_Fwd (184.4000 THz)" "Sig_Fwd (184.6000 THz)" "Sig_Fwd (184.8000 THz)" "Sig_Fwd (185.0000 THz)" "Sig_Fwd (185.2000 THz)" "Sig_Fwd (185.4000 THz)" "Sig_Fwd (185.6000 THz)" "Sig_Fwd (185.8000 THz)" "Sig_Fwd (186.0000 THz)" "Sig_Fwd (186.2000 THz)" "Sig_Fwd (186.4000 THz)" "Sig_Fwd (186.6000 THz)" "Sig_Fwd (186.8000 THz)" "Sig_Fwd (187.0000 THz)" "Sig_Fwd (187.2000 THz)" "Sig_Fwd (187.4000 THz)" "Sig_Fwd (187.6000 THz)" "Sig_Fwd (187.8000 THz)" "Sig_Fwd (188.0000 THz)" "Sig_Fwd (188.2000 THz)" "Sig_Fwd (188.4000 THz)" "Sig_Fwd (188.6000 THz)" "Sig_Fwd (188.8000 THz)" "Sig_Fwd (189.0000 THz)" "Sig_Fwd (189.2000 THz)" "Sig_Fwd (189.4000 THz)" "Sig_Fwd (189.6000 THz)" "Sig_Fwd (189.8000 THz)" "Sig_Fwd (190.0000 THz)" "Sig_Fwd (190.2000 THz)" "Sig_Fwd (190.4000 THz)" "Sig_Fwd (190.6000 THz)" "Sig_Fwd (190.8000 THz)" "Sig_Fwd (191.0000 THz)" "Sig_Fwd (191.2000 THz)" "Sig_Fwd (191.4000 THz)" "Sig_Fwd (191.6000 THz)" "Sig_Fwd (191.8000 THz)" "Sig_Fwd (192.0000 THz)" "Sig_Fwd (192.2000 THz)" "Sig_Fwd (192.4000 THz)" "Sig_Fwd (192.6000 THz)" "Sig_Fwd (192.8000 THz)" "Sig_Fwd (193.0000 THz)" "Sig_Fwd (193.2000 THz)" "Sig_Fwd (193.4000 THz)" "Sig_Fwd (193.6000 THz)" "Sig_Fwd (193.8000 THz)" "Sig_Fwd (194.0000 THz)" "Sig_Fwd (194.2000 THz)" "Sig_Fwd (194.4000 THz)" "Sig_Fwd (194.6000 THz)" "Sig_Fwd (194.8000 THz)" "Sig_Fwd (195.0000 THz)" "Sig_Fwd (195.2000 THz)" "Sig_Fwd (195.4000 THz)" "Sig_Fwd (195.6000 THz)" "Sig_Fwd (195.8000 THz)" "Sig_Fwd (196.0000 THz)" "Sig_Fwd (196.2000 THz)" "Sig_Fwd (196.4000 THz)" "Sig_Fwd (196.6000 THz)" "Sig_Fwd (196.8000 THz)" "Sig_Fwd (197.0000 THz)" "Sig_Fwd (197.2000 THz)" "Sig_Fwd (197.4000 THz)" "Sig_Fwd (197.6000 THz)" "Sig_Fwd (197.8000 THz)" "Sig_Fwd (198.0000 THz)" "Sig_Fwd (198.2000 THz)" "Sig_Fwd (198.4000 THz)" "Sig_Fwd (198.6000 THz)" "Sig_Fwd (198.8000 THz)" "Sig_Fwd (199.0000 THz)" "Sig_Fwd (199.2000 THz)" "Sig_Fwd (199.4000 THz)" "Sig_Fwd (199.6000 THz)" "Sig_Fwd (199.8000 THz)" "Sig_Bwd (200.0000 THz)" ASE_Fwd ASE_Bwd 
# (km) (dBm) (dBm) (dBm) (dBm) (dBm) (dBm) (dBm) (dBm) (dBm) (dBm) (dBm) (dBm) (dBm) (dBm) (dBm) (dBm) (dBm) (dBm) (dBm) (dBm) (dBm) (dBm) (dBm) (dBm) (dBm) (dBm) (dBm) (dBm) (dBm) (dBm) (dBm) (dBm) (dBm) (dBm) (dBm) (dBm) (dBm) (dBm) (dBm) (dBm) (dBm) (dBm) (dBm) (dBm) (dBm) (dBm) (dBm) (dBm) (dBm) (dBm) (dBm) (dBm) (dBm) (dBm) (dBm) (dBm) (dBm) (dBm) (dBm) (dBm) (dBm) (dBm) (dBm) (dBm) (dBm) (dBm) (dBm) (dBm) (dBm) (dBm) (dBm) (dBm) (dBm) (dBm) (dBm) (dBm) (dBm) (dBm) (dBm) (dBm) (dBm) (dBm) (dBm) (dBm) (dBm) (dBm) (dBm) (dBm) (dBm) (dBm) (dBm) (dBm) (dBm) (dBm) (dBm) (dBm) (dBm) (dBm) (dBm) (dBm) (dBm) (dBm) (dBm) 
 54.0000000 -40.6865906 -40.6787398 -40.6644687 -40.6423846 -40.6188084 -40.5906383 -40.5440148 -40.4769809 -40.4278541 -40.3914658 -40.4132795 -40.4815508 -40.5074372 -40.5198772 -40.5271385 -40.5212581 -40.5102306 -40.4958688 -40.4780339 -40.4511681 -40.4246559 -40.3921393 -40.3516921 -40.2988658 -40.1854617 -39.9730263 -39.7610434 -39.6010025 -39.6494902 -39.6530716 -39.6331532 -39.6108416 -39.5938861 -39.5757929 -39.5601794 -39.5614175 -39.5710855 -39.5828660 -39.6005912 -39.6183775 -39.6401571 -39.6622892 -39.6801884 -39.7088630 -39.7296107 -39.7562780 -39.7796264 -39.7999347 -39.8242379 -39.8514487 -39.8834171 -39.9138008 -39.9406921 -39.9657959 -39.9891060 -40.0221305 -40.0493541 -40.0758632 -40.1023039 -40.1346326 -40.1583761 -40.1799391 -40.2037794 -40.2279707 -40.2528386 -40.2778249 -40.3019979 -40.3199822 -40.3372466 -40.3562071 -40.3685640 -40.3835561 -40.3970959 -40.4107460 -40.4273532 -40.4395068 -40.4463912 -40.4534234 -40.4605553 -40.4674051 -40.4744378 -40.4798114 -40.4862136 -40.4948939 -40.5055872 -40.5165420 -40.5308654 -40.5467064 -40.5613494 -40.5768662 -40.5917920 -40.6129229 -40.6347930 -40.6613823 -40.6931352 -40.7203366 -40.7504139 -40.7723414 -40.7848885 -40.7943022 15.5705659 -34.6821814 -26.6320430 
 55.0000000 -40.8808157 -40.8725612 -40.8575561 -40.8343364 -40.8095479 -40.7799291 -40.7309081 -40.6604272 -40.6087739 -40.5705140 -40.5934486 -40.6652293 -40.6924460 -40.7055250 -40.7131590 -40.7069756 -40.6953805 -40.6802796 -40.6615269 -40.6332791 -40.6054029 -40.5712136 -40.5286858 -40.4731425 -40.3539066 -40.1305476 -39.9076641 -39.7393929 -39.7903716 -39.7941351 -39.7731907 -39.7497298 -39.7319004 -39.7128748 -39.6964563 -39.6977558 -39.7079186 -39.7203024 -39.7389366 -39.7576350 -39.7805320 -39.8037997 -39.8226167 -39.8527632 -39.8745752 -39.9026112 -39.9271576 -39.9485076 -39.9740579 -40.0026653 -40.0362749 -40.0682183 -40.0964897 -40.1228818 -40.1473878 -40.1821078 -40.2107286 -40.2385982 -40.2663958 -40.3003843 -40.3253461 -40.3480153 -40.3730789 -40.3985114 -40.4246555 -40.4509240 -40.4763374 -40.4952440 -40.5133937 -40.5333268 -40.5463168 -40.5620775 -40.5763112 -40.5906609 -40.6081199 -40.6208967 -40.6281337 -40.6355262 -40.6430236 -40.6502245 -40.6576177 -40.6632666 -40.6699970 -40.6791227 -40.6903649 -40.7018820 -40.7169411 -40.7335957 -40.7489907 -40.7653045 -40.7809968 -40.8032132 -40.8262069 -40.8541625 -40.8875474 -40.9161468 -40.9477701 -40.9708247 -40.9840165 -40.9939140 15.7705832 -34.4715422 -26.5286540 
 56.0000000 -41.0747688 -41.0660915 -41.0503179 -41.0259091 -40.9998510 -40.9687153 -40.9171837 -40.8430932 -40.7887945 -40.7485747 -40.7726830 -40.8481386 -40.8767484 -40.8904964 -40.8985207 -40.8920200 -40.8798305 -40.8639556 -40.8442419 -40.8145468 -40.7852424 -40.7493015 -40.7045951 -40.6462066 -40.5208641 -40.2860665 -40.0517687 -39.8748793 -39.9284663 -39.9324205 -39.9104015 -39.8857373 -39.8669928 -39.8469908 -39.8297293 -39.8310931 -39.8417740 -39.8547895 -39.8743756 -39.8940291 -39.9180961 -39.9425528 -39.9623310 -39.9940187 -40.0169452 -40.0464144 -40.0722152 -40.0946560 -40.1215122 -40.1515820 -40.1869100 -40.2204866 -40.2502033 -40.2779442 -40.3037026 -40.3401980 -40.3702819 -40.3995761 -40.4287946 -40.4645210 -40.4907585 -40.5145860 -40.5409305 -40.5676629 -40.5951432 -40.6227543 -40.6494666 -40.6693390 -40.6884156 -40.7093672 -40.7230200 -40.7395856 -40.7545459 -40.7696281 -40.7879791 -40.8014085 -40.8090146 -40.8167844 -40.8246645 -40.8322330 -40.8400037 -40.8459409 -40.8530150 -40.8626070 -40.8744240 -40.8865300 -40.9023593 -40.9198659 -40.9360484 -40.9531968 -40.9696916 -40.9930447 -41.0172149 -41.0466013 -41.0816951 -41.1117584 -41.1450006 -41.1692354 -41.1831024 -41.1935064 15.9706002 -34.2606885 -26.4283254 
 57.0000000 -41.2684370 -41.2593169 -41.2427387 -41.2170846 -41.1896972 -41.1569730 -41.1028125 -41.0249424 -40.9678733 -40.9256014 -40.9509386 -41.0302424 -41.0603108 -41.0747595 -41.0831925 -41.0763595 -41.0635475 -41.0468621 -41.0261422 -40.9949316 -40.9641316 -40.9263566 -40.8793689 -40.8180011 -40.6862641 -40.4394888 -40.1932385 -40.0073246 -40.0636428 -40.0677967 -40.0446526 -40.0187283 -39.9990255 -39.9780011 -39.9598569 -39.9612880 -39.9725113 -39.9861884 -40.0067711 -40.0274247 -40.0527169 -40.0784187 -40.0992033 -40.1325049 -40.1565983 -40.1875682 -40.2146826 -40.2382656 -40.2664892 -40.2980903 -40.3352178 -40.3705046 -40.4017345 -40.4308880 -40.4579577 -40.4963121 -40.5279280 -40.5587139 -40.5894203 -40.6269666 -40.6545399 -40.6795802 -40.7072660 -40.7353594 -40.7642390 -40.7932560 -40.8213284 -40.8422120 -40.8622594 -40.8842773 -40.8986243 -40.9160326 -40.9317538 -40.9476030 -40.9668880 -40.9810007 -40.9889933 -40.9971582 -41.0054391 -41.0133925 -41.0215586 -41.0277976 -41.0352315 -41.0453119 -41.0577307 -41.0704534 -41.0870892 -41.1054879 -41.1224951 -41.1405172 -41.1578525 -41.1823959 -41.2077981 -41.2386826 -41.2755659 -41.3071621 -41.3420995 -41.3675701 -41.3821441 -41.3930785 16.1706169 -34.0495739 -26.3312086 
 58.0000000 -41.4618068 -41.4522232 -41.4348023 -41.4078443 -41.3790648 -41.3446773 -41.2877640 -41.2059360 -41.1459661 -41.1015453 -41.1281694 -41.2115027 -41.2430986 -41.2582809 -41.2671417 -41.2599609 -41.2464971 -41.2289630 -41.2071894 -41.1743919 -41.1420258 -41.1023301 -41.0529536 -40.9884661 -40.8500331 -40.5907155 -40.3319493 -40.1365856 -40.1957638 -40.2001267 -40.1758044 -40.1485605 -40.1278543 -40.1057592 -40.0866907 -40.0881922 -40.0999836 -40.1143534 -40.1359797 -40.1576805 -40.1842556 -40.2112611 -40.2330996 -40.2680911 -40.2934065 -40.3259478 -40.3544377 -40.3792167 -40.4088721 -40.4420766 -40.4810885 -40.5181660 -40.5509805 -40.5816131 -40.6100560 -40.6503570 -40.6835771 -40.7159251 -40.7481894 -40.7876413 -40.8166134 -40.8429238 -40.8720140 -40.9015326 -40.9318774 -40.9623665 -40.9918631 -41.0138056 -41.0348694 -41.0580039 -41.0730777 -41.0913685 -41.1078865 -41.1245388 -41.1448019 -41.1596300 -41.1680274 -41.1766059 -41.1853065 -41.1936630 -41.2022430 -41.2087980 -41.2166088 -41.2272005 -41.2402496 -41.2536179 -41.2710984 -41.2904312 -41.3083018 -41.3272390 -41.3454544 -41.3712440 -41.3979363 -41.4303896 -41.4691467 -41.5023482 -41.5390606 -41.5658252 -41.5811396 -41.5926294 16.3706333 -33.8381520 -26.2374642 
 59.0000000 -41.6548642 -41.6447951 -41.6264919 -41.5981685 -41.5679313 -41.5318021 -41.4720062 -41.3860338 -41.3230263 -41.2763552 -41.3043269 -41.3918797 -41.4250750 -41.4410255 -41.4503345 -41.4427893 -41.4286430 -41.4102202 -41.3873431 -41.3528839 -41.3188779 -41.2771711 -41.2252931 -41.1575388 -41.0120943 -40.7396431 -40.4677711 -40.2625121 -40.3246850 -40.3292669 -40.3037108 -40.2750851 -40.2533282 -40.2301120 -40.2100756 -40.2116508 -40.2240369 -40.2391321 -40.2618512 -40.2846485 -40.3125670 -40.3409377 -40.3638797 -40.4006407 -40.4272357 -40.4614225 -40.4913526 -40.5173841 -40.5485387 -40.5834223 -40.6244073 -40.6633599 -40.6978337 -40.7300150 -40.7598958 -40.8022352 -40.8371351 -40.8711187 -40.9050145 -40.9464617 -40.9768984 -41.0045387 -41.0350996 -41.0661106 -41.0979896 -41.1300202 -41.1610081 -41.1840594 -41.2061876 -41.2304913 -41.2463262 -41.2655410 -41.2828932 -41.3003866 -41.3216738 -41.3372510 -41.3460723 -41.3550840 -41.3642240 -41.3730025 -41.3820160 -41.3889020 -41.3971073 -41.4082345 -41.4219435 -41.4359879 -41.4543527 -41.4746638 -41.4934385 -41.5133339 -41.5324708 -41.5595655 -41.5876087 -41.6217048 -41.6624239 -41.6973062 -41.7358775 -41.7639971 -41.7800867 -41.7921581 16.5706495 -33.6263760 -26.1472625 
 60.0000000 -41.8475944 -41.8370170 -41.8177899 -41.7880367 -41.7562731 -41.7183200 -41.6555057 -41.5651935 -41.4990053 -41.4499779 -41.4793606 -41.5713317 -41.6062019 -41.6229568 -41.6327350 -41.6248083 -41.6099473 -41.5905940 -41.5665614 -41.5303622 -41.4946389 -41.4508261 -41.3963287 -41.3251537 -41.1723670 -40.8861633 -40.6005677 -40.3849469 -40.4502558 -40.4550668 -40.4282188 -40.3981463 -40.3752890 -40.3508988 -40.3298489 -40.3315013 -40.3445102 -40.3603649 -40.3842282 -40.4081738 -40.4374990 -40.4672992 -40.4913967 -40.5300107 -40.5579455 -40.5938553 -40.6252936 -40.6526364 -40.6853610 -40.7220027 -40.7650538 -40.8059699 -40.8421811 -40.8759842 -40.9073706 -40.9518445 -40.9885034 -41.0241997 -41.0598037 -41.1033404 -41.1353109 -41.1643437 -41.1964446 -41.2290182 -41.2625037 -41.2961485 -41.3286980 -41.3529103 -41.3761530 -41.4016811 -41.4183129 -41.4384953 -41.4567210 -41.4750951 -41.4974546 -41.5138163 -41.5230814 -41.5325467 -41.5421468 -41.5513673 -41.5608346 -41.5680672 -41.5766856 -41.5883735 -41.6027735 -41.6175259 -41.6368168 -41.6581522 -41.6778737 -41.6987724 -41.7188742 -41.7473355 -41.7767933 -41.8126095 -41.8553832 -41.8920257 -41.9325433 -41.9620818 -41.9789832 -41.9916636 16.7706654 -33.4141989 -26.0607844 
 61.0000000 -42.0399820 -42.0288723 -42.0086777 -41.9774274 -41.9440655 -41.9042025 -41.8382274 -41.7433709 -41.6738519 -41.6223572 -41.6532175 -41.7498152 -41.7864391 -41.8040364 -41.8143059 -41.8059797 -41.7903703 -41.7700425 -41.7448001 -41.7067787 -41.6692573 -41.6232393 -41.5659990 -41.4912420 -41.3307671 -41.0301625 -40.7301964 -40.5037254 -40.5723180 -40.5773691 -40.5491683 -40.5175806 -40.4935711 -40.4679516 -40.4458404 -40.4475736 -40.4612346 -40.4778846 -40.5029461 -40.5280940 -40.5588922 -40.5901893 -40.6154967 -40.6560510 -40.6853888 -40.7231028 -40.7561203 -40.7848363 -40.8192048 -40.8576876 -40.9029021 -40.9458743 -40.9839048 -41.0194061 -41.0523691 -41.0990780 -41.1375787 -41.1750685 -41.2124613 -41.2581858 -41.2917623 -41.3222534 -41.3559668 -41.3901768 -41.4253444 -41.4606795 -41.4948642 -41.5202922 -41.5447019 -41.5715120 -41.5889783 -41.6101739 -41.6293144 -41.6486106 -41.6720930 -41.6892761 -41.6990059 -41.7089461 -41.7190281 -41.7287114 -41.7386539 -41.7462493 -41.7553004 -41.7675754 -41.7826990 -41.7981928 -41.8184534 -41.8408614 -41.8615743 -41.8835235 -41.9046358 -41.9345281 -41.9654671 -42.0030845 -42.0480097 -42.0864952 -42.1290509 -42.1600753 -42.1778267 -42.1911449 16.9706811 -33.2015724 -25.9782218 
 62.0000000 -42.2320108 -42.2203438 -42.1991360 -42.1663180 -42.1312824 -42.0894196 -42.0201347 -41.9205197 -41.8475130 -41.7934345 -41.8258421 -41.9272845 -41.9657448 -41.9842242 -41.9950081 -41.9862636 -41.9698705 -41.9485223 -41.9220129 -41.8820836 -41.8426792 -41.7943520 -41.7342396 -41.6557317 -41.4872062 -41.1715219 -40.8565079 -40.6186753 -40.6907065 -40.6960088 -40.6663914 -40.6332171 -40.6080012 -40.5810944 -40.5578718 -40.5596895 -40.5740335 -40.5915162 -40.6178324 -40.6442393 -40.6765799 -40.7094444 -40.7360187 -40.7786047 -40.8094116 -40.8490149 -40.8836861 -40.9138399 -40.9499299 -40.9903404 -41.0378203 -41.0829455 -41.1228811 -41.1601605 -41.1947745 -41.2438238 -41.2842531 -41.3236208 -41.3628867 -41.4109023 -41.4461604 -41.4781784 -41.5135803 -41.5495038 -41.5864329 -41.6235379 -41.6594348 -41.6861359 -41.7117675 -41.7399201 -41.7582603 -41.7805167 -41.8006150 -41.8208768 -41.8455350 -41.8635784 -41.8737947 -41.8842323 -41.8948188 -41.9049866 -41.9154268 -41.9234022 -41.9329063 -41.9457960 -41.9616773 -41.9779474 -41.9992234 -42.0227546 -42.0445056 -42.0675549 -42.0897252 -42.1211160 -42.1536060 -42.1931096 -42.2402876 -42.2807031 -42.3253930 -42.3579732 -42.3766147 -42.3906007 17.1706966 -32.9884472 -25.8997791 
 63.0000000 -42.4236639 -42.4114132 -42.3891445 -42.3546850 -42.3178967 -42.2739398 -42.2011892 -42.0965912 -42.0199324 -41.9631485 -41.9971762 -42.1036917 -42.1440750 -42.1634780 -42.1748006 -42.1656181 -42.1484043 -42.1259877 -42.0981516 -42.0562244 -42.0148483 -41.9641030 -41.9009831 -41.8185475 -41.6415919 -41.3101171 -40.9793459 -40.7296162 -40.8052479 -40.8108134 -40.7797125 -40.7448769 -40.7183976 -40.6901428 -40.6657564 -40.6676628 -40.6827217 -40.7010764 -40.7287065 -40.7564316 -40.7903873 -40.8248931 -40.8527941 -40.8975076 -40.9298528 -40.9714343 -41.0078371 -41.0394966 -41.0773891 -41.1198182 -41.1696704 -41.2170500 -41.2589804 -41.2981219 -41.3344645 -41.3859645 -41.4284134 -41.4697475 -41.5109748 -41.5613893 -41.5984084 -41.6320252 -41.6691953 -41.7069129 -41.7456866 -41.7846449 -41.8223347 -41.8503688 -41.8772801 -41.9068383 -41.9260935 -41.9494608 -41.9705621 -41.9918350 -42.0177244 -42.0366685 -42.0473943 -42.0583527 -42.0694674 -42.0801427 -42.0911040 -42.0994773 -42.1094558 -42.1229892 -42.1396639 -42.1567468 -42.1790862 -42.2037934 -42.2266314 -42.2508327 -42.2741110 -42.3070708 -42.3411850 -42.3826636 -42.4322007 -42.4746371 -42.5215617 -42.5557711 -42.5753447 -42.5900299 17.3707118 -32.7747727 -25.8256741 
 64.0000000 -42.6149235 -42.6020617 -42.5786821 -42.5425036 -42.5038801 -42.4577304 -42.3813506 -42.2715349 -42.1910518 -42.1314348 -42.1671591 -42.2789867 -42.3213836 -42.3417538 -42.3536405 -42.3439993 -42.3259263 -42.3023908 -42.2731655 -42.2291461 -42.1857054 -42.1324281 -42.0661588 -41.9796104 -41.7938273 -41.4458177 -41.0985466 -40.8363590 -40.9157609 -40.9216020 -40.8889477 -40.8523724 -40.8245702 -40.7949039 -40.7692988 -40.7712979 -40.7871056 -40.8063734 -40.8353792 -40.8644848 -40.9001316 -40.9363560 -40.9656462 -41.0125874 -41.0465435 -41.0901965 -41.1284125 -41.1616486 -41.2014286 -41.2459714 -41.2983076 -41.3480478 -41.3920672 -41.4331584 -41.4713111 -41.5253773 -41.5699410 -41.6133343 -41.6566153 -41.7095419 -41.7484049 -41.7836959 -41.8227174 -41.8623138 -41.9030189 -41.9439179 -41.9834851 -42.0129151 -42.0411662 -42.0721964 -42.0924097 -42.1169403 -42.1390918 -42.1614234 -42.1886021 -42.2084893 -42.2197487 -42.2312523 -42.2429203 -42.2541269 -42.2656339 -42.2744237 -42.2848989 -42.2991065 -42.3166119 -42.3345461 -42.3579988 -42.3839375 -42.4079138 -42.4333214 -42.4577598 -42.4923627 -42.5281775 -42.5717243 -42.6237316 -42.6682842 -42.7175490 -42.7534643 -42.7740139 -42.7894313 17.5707269 -32.5604961 -25.7561388 
 65.0000000 -42.8057711 -42.7922693 -42.7677265 -42.7297479 -42.6892028 -42.6407568 -42.5605768 -42.4452974 -42.3608098 -42.2982262 -42.3357270 -42.4531172 -42.4976227 -42.5190055 -42.5314830 -42.5213614 -42.5023885 -42.4776814 -42.4470015 -42.4007914 -42.3551886 -42.2992600 -42.2296929 -42.1388378 -41.9438111 -41.5784873 -41.2139386 -40.9387058 -41.0220557 -41.0281852 -40.9939044 -40.9555075 -40.9263200 -40.8951756 -40.8682944 -40.8703906 -40.8869823 -40.9072062 -40.9376525 -40.9682036 -41.0056213 -41.0436453 -41.0743902 -41.1236641 -41.1593070 -41.2051291 -41.2452437 -41.2801307 -41.3218871 -41.3686434 -41.4235806 -41.4757928 -41.5219994 -41.5651323 -41.6051805 -41.6619338 -41.7087118 -41.7542613 -41.7996930 -41.8552500 -41.8960438 -41.9330879 -41.9740481 -42.0156118 -42.0583393 -42.1012705 -42.1428036 -42.1736952 -42.2033494 -42.2359209 -42.2571374 -42.2828861 -42.3061374 -42.3295776 -42.3581063 -42.3789811 -42.3907991 -42.4028738 -42.4151210 -42.4268840 -42.4389623 -42.4481884 -42.4591837 -42.4740971 -42.4924725 -42.5112980 -42.5359166 -42.5631448 -42.5883131 -42.6149838 -42.6406370 -42.6769604 -42.7145561 -42.7602685 -42.8148625 -42.8616309 -42.9133462 -42.9510479 -42.9726194 -42.9888036 17.7707417 -32.3455628 -25.6914215 
 66.0000000 -42.9961873 -42.9820153 -42.9562544 -42.9163910 -42.8738335 -42.8229831 -42.7388238 -42.6178231 -42.5291422 -42.4634522 -42.5028132 -42.6260282 -42.6727416 -42.6951849 -42.7082809 -42.6976564 -42.6777412 -42.6518073 -42.6196040 -42.5711000 -42.5232333 -42.4645283 -42.3915080 -42.2961431 -42.0914372 -41.7079831 -41.3253424 -41.0364495 -41.1239334 -41.1303650 -41.0943810 -41.0540765 -41.0234384 -40.9907462 -40.9625288 -40.9647266 -40.9821393 -41.0033643 -41.0353190 -41.0673837 -41.1066558 -41.1465643 -41.1788323 -41.2305489 -41.2679580 -41.3160515 -41.3581543 -41.3947700 -41.4385960 -41.4876699 -41.5453308 -41.6001313 -41.6486284 -41.6938991 -41.7359322 -41.7954993 -41.8445960 -41.8924033 -41.9400869 -41.9983984 -42.0412140 -42.0800938 -42.1230841 -42.1667078 -42.2115531 -42.2566121 -42.3002038 -42.3326259 -42.3637493 -42.3979348 -42.4202018 -42.4472260 -42.4716288 -42.4962299 -42.5261722 -42.5480811 -42.5604842 -42.5731568 -42.5860105 -42.5983561 -42.6110327 -42.6207156 -42.6322556 -42.6479081 -42.6671945 -42.6869532 -42.7127926 -42.7413712 -42.7677876 -42.7957809 -42.8227062 -42.8608312 -42.9002917 -42.9482718 -43.0055744 -43.0546632 -43.1089444 -43.1485167 -43.1711584 -43.1881454 17.9707564 -32.1299156 -25.6317876 
 67.0000000 -43.1861516 -43.1712779 -43.1442416 -43.1024044 -43.0577398 -43.0043715 -42.9160453 -42.7890537 -42.6959818 -42.6270390 -42.6683479 -42.7976622 -42.8466876 -42.8702414 -42.8839850 -42.8728338 -42.8519320 -42.8247134 -42.7909151 -42.7400089 -42.6897716 -42.6281593 -42.5515230 -42.4514359 -42.2365945 -41.8341554 -41.4325699 -41.1293730 -41.2211858 -41.2279338 -41.1901662 -41.1478642 -41.1157071 -41.0813942 -41.0517775 -41.0540818 -41.0723540 -41.0946275 -41.1281617 -41.1618113 -41.2030252 -41.2449069 -41.2787699 -41.3330443 -41.3723028 -41.4227748 -41.4669593 -41.5053852 -41.5513783 -41.6028792 -41.6633921 -41.7209031 -41.7717985 -41.8193078 -41.8634192 -41.9259327 -41.9774575 -42.0276290 -42.0776707 -42.1388664 -42.1837991 -42.2246011 -42.2697171 -42.3154979 -42.3625609 -42.4098481 -42.4555954 -42.4896201 -42.5222818 -42.5581574 -42.5815245 -42.6098842 -42.6354929 -42.6613095 -42.6927321 -42.7157239 -42.7287395 -42.7420382 -42.7555271 -42.7684827 -42.7817858 -42.7919470 -42.8040573 -42.8204837 -42.8407240 -42.8614600 -42.8885778 -42.9185704 -42.9462937 -42.9756721 -43.0039293 -43.0439408 -43.0853540 -43.1357088 -43.1958476 -43.2473662 -43.3043342 -43.3458653 -43.3696276 -43.3874553 18.1707709 -31.9134945 -25.5775218 
 68.0000000 -43.3756429 -43.3600343 -43.3316624 -43.2877584 -43.2408873 -43.1848826 -43.0921931 -42.9589281 -42.8612582 -42.7889093 -42.8322578 -42.9679590 -43.0194054 -43.0441219 -43.0585438 -43.0468411 -43.0249061 -42.9963423 -42.9608737 -42.9074521 -42.8547325 -42.7900759 -42.7096532 -42.6046211 -42.3791664 -41.9568476 -41.5354242 -41.2172492 -41.3135949 -41.3206741 -41.2810389 -41.2366452 -41.2028975 -41.1668875 -41.1358056 -41.1382213 -41.1573937 -41.1807649 -41.2159530 -41.2512623 -41.2945094 -41.3384574 -41.3739905 -41.4309433 -41.4721385 -41.5251009 -41.5714654 -41.6117868 -41.6600491 -41.7140913 -41.7775906 -41.8379398 -41.8913466 -41.9412001 -41.9874877 -42.0530865 -42.1071538 -42.1598009 -42.2123118 -42.2765277 -42.3236772 -42.3664921 -42.4138341 -42.4618737 -42.5112587 -42.5608791 -42.6088836 -42.6445865 -42.6788591 -42.7165044 -42.7410233 -42.7707816 -42.7976529 -42.8247424 -42.8577150 -42.8818407 -42.8954978 -42.9094520 -42.9236060 -42.9372004 -42.9511595 -42.9618216 -42.9745291 -42.9917659 -43.0130050 -43.0347644 -43.0632208 -43.0946940 -43.1237859 -43.1546145 -43.1842666 -43.2262535 -43.2697114 -43.3225527 -43.3856615 -43.4397243 -43.4995059 -43.5430881 -43.5680239 -43.5867319 18.3707853 -31.6962362 -25.5289300 
